date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:04:38	131081/131081	---M-Z	200	added ('OK')	text/html	etag:%228d3e4cc630155bb3080265101dcd2df1%22	https://joshuachengaudio.framer.website/	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/index.html	(from )
02:04:38	104/104	---M-Z	200	added ('OK')	text/plain	etag:%228d119b6b10b12d81c57afe7ce0d0b715%22	https://joshuachengaudio.framer.website/robots.txt		(from )
02:04:40	157/157	---MC-	200	added ('OK')	image/png	etag:%227f6fa817cb1fee775df9d3e86f435a5e%22	https://framerusercontent.com/images/8kpo5fyWeNoErmchyX4ltDfmu9o.png	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/8kpo5fyWeNoErmchyX4ltDfmu9o.png	(from https://joshuachengaudio.framer.website/)
02:04:40	125048/125048	---M-Z	200	added ('OK')	text/html	etag:%223fd3da831aedfc3453f3a0434ac3724b%22	https://joshuachengaudio.framer.website/papers/measuring-sound-perception	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/papers/measuring-sound-perception.html	(from https://joshuachengaudio.framer.website/)
02:04:41	111941/111941	---M-Z	200	added ('OK')	text/html	etag:%224e729ccbbfcc6efd8ed4235242afa3ad%22	https://joshuachengaudio.framer.website/about	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/about.html	(from https://joshuachengaudio.framer.website/)
02:04:41	115888/115888	---M-Z	200	added ('OK')	text/html	etag:%229282780dd81b2b94561cecfc040f3d35%22	https://joshuachengaudio.framer.website/projects/platereverbproject	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/projects/platereverbproject.html	(from https://joshuachengaudio.framer.website/)
02:04:42	321391/321391	---MC-	200	added ('OK')	image/jpeg	etag:%2258e75ab3b38213491ee351a4ddad723f%22	https://framerusercontent.com/images/3fzEplPrd80iPJ8SfmR3V9I735s.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/3fzEplPrd80iPJ8SfmR3V9I735s.jpg	(from https://joshuachengaudio.framer.website/)
02:04:42	117140/117140	---M-Z	200	added ('OK')	text/html	etag:%225e300b4e02c12124ba644a6612b61932%22	https://joshuachengaudio.framer.website/projects/iphisandianthe	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/projects/iphisandianthe.html	(from https://joshuachengaudio.framer.website/)
02:04:42	426068/426068	---MC-	200	added ('OK')	image/jpeg	etag:%22cd38be0d8629ad7585fdc528a7c7f2c3%22	https://framerusercontent.com/images/iJKOEXaH4wqz0EIKyPtD4naTc4.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/iJKOEXaH4wqz0EIKyPtD4naTc4.jpg	(from https://joshuachengaudio.framer.website/)
02:04:42	115537/115537	---M-Z	200	added ('OK')	text/html	etag:%22b4387f381ec5615d7a505161abab8759%22	https://joshuachengaudio.framer.website/projects/nimb	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/projects/nimb.html	(from https://joshuachengaudio.framer.website/)
02:04:43	30415/30415	---MC-	200	added ('OK')	image/png	etag:%22ef44956ec050b30c5477fad7662c1538%22	https://framerusercontent.com/images/9hl2AbXpxXBxlSV32QOpax5DA.png	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/9hl2AbXpxXBxlSV32QOpax5DA.png	(from https://joshuachengaudio.framer.website/)
02:04:43	117497/117497	---M-Z	200	added ('OK')	text/html	etag:%22f9add98a80a928ee3a334fa4eeebea2f%22	https://joshuachengaudio.framer.website/projects/yourdarling	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/projects/yourdarling.html	(from https://joshuachengaudio.framer.website/)
02:04:43	28610/28610	---MC-	200	added ('OK')	image/jpeg	etag:%221ecb824037d0e02a8e0e65d947f5c5f9%22	https://framerusercontent.com/images/ZRHQZO0O7NGLYDIZEPekX6J1xyw.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/ZRHQZO0O7NGLYDIZEPekX6J1xyw.jpg	(from https://joshuachengaudio.framer.website/)
02:04:44	114805/114805	---M-Z	200	added ('OK')	text/html	etag:%22a122defe8eb627bc26d444625fdab323%22	https://joshuachengaudio.framer.website/projects/2inspire	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/projects/2inspire.html	(from https://joshuachengaudio.framer.website/)
02:04:44	28456/28456	---MC-	200	added ('OK')	image/jpeg	etag:%2270bb9355aeaefc6facf8fe0baad8c8ef%22	https://framerusercontent.com/images/J1vLBh0VKDpPPNim1MLZWJiBRso.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/J1vLBh0VKDpPPNim1MLZWJiBRso.jpg	(from https://joshuachengaudio.framer.website/)
02:04:44	102330/102330	---M-Z	404	error ('Not%20Found')	text/html	etag:%228878982a30315fe4860a44f0eae60fa6%22	https://joshuachengaudio.framer.website/papers/%22https://static.elfsight.com/platform/platform.js%22	C:/My%20Web%20Sites/Try%20again/joshuachengaudio.framer.website/papers/_https_/static.elfsight.com/platform/platform.d.delayed	(from https://joshuachengaudio.framer.website/papers/measuring-sound-perception)
02:04:46	4194878/4194878	---MC-	200	added ('OK')	image/png	etag:%221d184bdb5480310fbdc912eceea1fedf%22	https://framerusercontent.com/images/6y3WddkcW7Ueb62AfuKlcUgmOZM.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/6y3WddkcW7Ueb62AfuKlcUgmOZM.png	(from https://joshuachengaudio.framer.website/about)
02:04:46	264678/264678	---MC-	200	added ('OK')	image/jpeg	etag:%220d099180d52c29a78a4bdd41fe70bbbb%22	https://framerusercontent.com/images/8A56W5kHyxs6JxqfrW8c3erfycc.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/8A56W5kHyxs6JxqfrW8c3erfycc.jpg	(from https://joshuachengaudio.framer.website/projects/yourdarling)
02:04:46	1465634/1465634	---MC-	200	added ('OK')	image/jpeg	etag:%22931f50387849963bdae44d020ace1983%22	https://framerusercontent.com/images/aHatNju29Urta9N9E9V1xlgy7BA.jpg	C:/My%20Web%20Sites/Try%20again/framerusercontent.com/images/aHatNju29Urta9N9E9V1xlgy7BA.jpg	(from https://joshuachengaudio.framer.website/projects/yourdarling)
